REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,SYM_NAME,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
CT109,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,165.227,47.0408,0,NO
CT110,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,190.373,44.958,90,NO
CT111,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,209.296,44.958,90,NO
CT112,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,219.347,44.958,90,NO
CT113,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,221.0908,44.958,90,NO
CT114,CAP_NP_CAP1206_DISCRETE_0.1UF_,0.1UF,,CAP1206,55.3974,44.5262,0,NO
CT115,CAP_NP_CAP1206_DISCRETE_0.1UF_,0.1UF,,CAP1206,105.6894,44.5262,0,NO
CT116,CAP_POL_CAP2917_150UF,150UF,,CAP2917,43.5864,40.7416,180,NO
CT117,CAP_POL_CAP2917_150UF,150UF,,CAP2917,93.9038,40.7416,180,NO
CT118,CAP_NP_CAP0603_DISCRETE_0.01UF_,0.01UF,,CAP0603,234.2388,40.1574,270,NO
CT119,CAP_NP_CAP0603_DISCRETE_0.01UF_,0.01UF,,CAP0603,235.9755,40.1574,270,NO
CT120,CAP_NP_CAP1210_DISCRETE_47UF_,47UF,,CAP1210,55.4214,39.243,0,NO
CT121,CAP_NP_CAP1210_DISCRETE_47UF_,47UF,,CAP1210,105.7134,39.243,0,NO
CT122,CAP_NP_CAP1206_DISCRETE_0.1UF_,0.1UF,,CAP1206,55.3974,36.0426,0,NO
CT123,CAP_NP_CAP1206_DISCRETE_0.1UF_,0.1UF,,CAP1206,105.6894,36.0426,0,NO
CT124,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,164.8678,32.9556,180,NO
CT125,CAP_NP_CAP0603_DISCRETE_10UF_,10UF,,CAP0603,135.55,32.4866,90,NO
CT126,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,191.0842,32.385,270,NO
CT127,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,194.183,32.385,270,NO
CT128,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,199.136,32.385,270,NO
CT129,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,204.216,32.385,270,NO
CT130,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,207.264,32.385,270,NO
CT131,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,210.312,32.385,270,NO
CT132,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,213.106,32.385,270,NO
CT133,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,218.948,32.258,90,NO
CT134,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,220.5213,32.258,90,NO
CT135,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,124.079,31.8156,90,NO
CT136,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,125.603,31.8156,90,NO
CT137,CAP_NP_CAP0603_DISCRETE_0.01UF_,0.01UF,,CAP0603,228.473,30.734,180,NO
CT138,CAP_NP_CAP1210_DISCRETE_47UF_,47UF,,CAP1210,33.8836,30.8864,90,NO
CT139,CAP_NP_CAP1210_DISCRETE_47UF_,47UF,,CAP1210,84.1756,30.8864,90,NO
CT140,CAP_NP_CAP0603_DISCRETE_0.01UF_,0.01UF,,CAP0603,228.473,28.9973,180,NO
CT141,CAP_NP_CAP0603_DISCRETE_0.01UF_,0.01UF,,CAP0603,237.1598,28.79,90,NO
CT142,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,28.0416,180,NO
CT143,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,137.3886,27.3812,180,NO
CT144,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,145.4016,27.3774,180,NO
CT145,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,26.5326,180,NO
CT146,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,137.3886,25.8572,180,NO
CT147,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,24.8404,180,NO
CT148,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,23.3202,180,NO
CT149,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,135.9833,22.8346,0,NO
CT150,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,21.5392,180,NO
CT151,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,135.9833,21.3106,0,NO
CT152,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,232.1052,20.468,270,NO
CT153,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,170.732,20.066,0,NO
CT154,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,174.8964,20.066,180,NO
CT155,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,122.5042,19.9822,180,NO
CT156,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,149.5633,19.5224,0,NO
CT157,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,153.6019,19.5224,180,NO
CT158,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,124.968,17.0286,270,NO
CT159,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,126.4915,17.0286,270,NO
CT160,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,128.397,17.0286,270,NO
CT161,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,129.921,17.0286,270,NO
CT162,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,131.826,17.0286,270,NO
CT163,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,133.3367,17.0286,270,NO
CT164,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,211.9376,16.6624,0,NO
CT165,CAP_NP_CAP0603_DISCRETE_1UF_,1UF,,CAP0603,220.0974,16.6624,180,NO
CT166,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,223.9322,16.6624,0,NO
CT167,CAP_NP_CAP0603_DISCRETE_0.1UF_,0.1UF,,CAP0603,200.787,11.303,90,NO
DB1,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,225.8698,164.592,0,YES
DB2,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,218.4218,164.592,0,YES
DB3,LED_GREEN0603,LTST-S270KGKT,,LEDC1608X80N,207.4802,164.5412,180,YES
DB4,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,200.0322,164.5412,0,YES
DB5,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,189.0014,164.5158,0,YES
DB6,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,181.4902,164.5158,0,YES
DB7,LED_LEDC1608X80N_LTST-S270KRKT,LTST-S270KRKT,,LEDC1608X80N,72.2516,164.5142,180,YES
DB8,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,61.1772,164.5142,180,YES
DB9,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,55.64,164.5142,180,YES
DB10,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,49.3408,164.5142,0,YES
DB11,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,43.9278,164.5142,0,YES
DB12,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,38.5148,164.5142,0,YES
DB13,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,33.1018,164.5142,0,YES
DB14,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,27.6888,164.5142,0,YES
DB15,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,22.2758,164.5142,0,YES
DB16,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,16.8628,164.5142,0,YES
DB17,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,66.9674,164.4904,0,YES
DB18,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,110.4646,159.2156,0,YES
DB19,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,105.3599,159.2072,180,YES
DB20,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,206.9585,7.0547,270,YES
DB21,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,208.7365,7.024,270,YES
DB22,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,205.1903,7.0096,270,YES
DB23,TVS_2X_D0603_DISCRETE_PGB1010603NR,PGB1010603NR,,D0603,203.3978,7.0096,270,YES
DT1,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,34.3916,130.5052,0,NO
DT2,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,84.3534,130.5052,0,NO
DT3,LED_LEDC1608X80N_LTST-S270KRKT,LTST-S270KRKT,,LEDC1608X80N,164.6444,126.365,180,NO
DT4,LED_GREEN0603,LTST-S270KGKT,,LEDC1608X80N,164.6444,124.1422,180,NO
DT5,LED_GREEN0603,LTST-S270KGKT,,LEDC1608X80N,164.6444,121.9193,180,NO
DT6,LED_GREEN0603,LTST-S270KGKT,,LEDC1608X80N,164.6444,119.6965,180,NO
DT7,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,134.7724,111.2012,0,NO
DT8,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,146.304,86.868,180,NO
DT9,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,34.29,85.9536,0,NO
DT10,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,84.3534,85.9282,0,NO
DT11,LED_LEDC1608X80N_LTST-S270KGKT,LTST-S270KGKT,,LEDC1608X80N,143.129,73.2162,180,NO
DT12,DIODE_SCHOTTKY_SOD123_1N6263W-7-F,DNP,,SOD123,204.3938,67.8688,180,NO
DT13,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,34.2646,40.7162,0,NO
DT14,SD05_TCT,SMCJ12CA-E3/57T,,DIO-214AB,84.5566,40.7162,0,NO
FIDB1,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,164.5158,0,YES
FIDB2,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,164.5158,0,YES
FIDB3,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,8.9154,0,YES
FIDB4,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,8.89,0,YES
FIDT1,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,164.5142,0,NO
FIDT2,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,164.5142,0,NO
FIDT3,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,8.9154,0,NO
FIDT4,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,8.89,0,NO
FT1,FUSE_SMD2410_15A,15A,,SMD2410,146.6596,152.3746,0,NO
FT2,FUSE_SMD2410_2A,2A,,SMD2410,131.2672,149.7838,90,NO
FT3,FUSE_SMD2410_2A,2A,,SMD2410,135.766,149.7838,270,NO
FT4,FUSE_SMD2410_2A,2A,,SMD2410,124.6378,107.2896,180,NO
GTP1,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,16.0528,118.7958,0,NO
GTP2,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,15.748,74.1172,0,NO
GTP3,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,14.875,28.194,0,NO
GTP4,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,60.2742,31.1404,0,NO
GTP5,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,65.4812,74.1934,0,NO
GTP6,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,65.8268,118.5926,0,NO
GTP7,TESTPOINT_TP_KEYSTONE_5000A_5002 WHITE,5002 White,,TP_KEYSTONE_5000A,117.1448,99.5426,0,NO
JT1,USB MICRO-B_2_MIROUSB_10118194_IO_10118194-0001LF_,10118194-0001LF,,MIROUSB_10118194,100.6602,164.9476,270,NO
JT2,5025700893_CON_MOL_10P_5025700893_5025700893,5025700893,,CON_MOL_10P_5025700893,165.0432,162.2058,0,NO
JT3,SFP-1367073-1_JACK_1367073-CAGE_UE75-A20-3000T,UE75-A20-3000T,,1367073-CAGE,229.5164,131.7432,270,NO
JT4,SFP-1367073-1_JACK_1367073-CAGE_UE75-A20-3000T,UE75-A20-3000T,,1367073-CAGE,211.1268,131.6924,270,NO
JT5,SFP-1367073-1_JACK_1367073-CAGE_UE75-A20-3000T,UE75-A20-3000T,,1367073-CAGE,192.5848,131.667,270,NO
JT6,FTSH-105-01-F-D-K_SAMTEC_FTSH-105-01-F-D-K_FTSH-105-01-F-D-K,FTSH-105-01-F-D-K,,SAMTEC_FTSH-105-01-F-D-K,224.663,93.98,0,NO
JT7,HDR1X3_HDR_1X3_HDR1X3,HDR1x3,,HDR_1X3,236.4232,85.397,270,NO
JT8,XU5 SOC CONNECTOR-A_FX10A-168P-SV_FX10A-168P-SV(71),FX10A-168P-SV(71),,FX10A-168P-SV,204.978,80.563,180,NO
JT9,HDR1X3_HDR_1X3_HDR1X3,HDR1x3,,HDR_1X3,113.8174,75.2422,0,NO
JT10,HDR1X3_HDR_1X3_HDR1X3,HDR1x3,,HDR_1X3,113.8174,71.3486,0,NO
JT11,HDR1X3_HDR_1X3_HDR1X3,HDR1x3,,HDR_1X3,123.1288,38.8112,0,NO
JT12,XU5 SOC CONNECTOR-B_FX10A-168P-SV_FX10A-168P-SV(71),FX10A-168P-SV(71),,FX10A-168P-SV,204.978,38.563,180,NO
JT13,JXD0-0019NL_JXD0-0019NL_RJ45_JXD0-0019NL,JXD0-0019NL,,JXD0-0019NL_RJ45,186.182,11.303,0,NO
JT14,7X2RECPT_SMD_2MM_HDR14PINSMD_7X2RECPT_SMD_2MM,7x2RECPT_SMD_2mm,,HDR14PINSMD,206.7306,5.0292,180,NO
JT15,HDR2X3_RECPT3X2_100_SM_HDR2X3_SM,Hdr2x3_SM,,RECPT3X2_100_SM,222.9572,4.7498,0,NO
JT16,ERM8-030-01-S-D-RA-TR_ERM8-030-01-S-D-RA-TR_ERM8-030-01-S-D-RA-TR,ERM8-030-01-S-D-RA-TR,,ERM8-030-01-S-D-RA-TR,81.8896,3.2872,180,NO
LB1,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,219.8904,130.6062,270,YES
LB2,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,201.5008,130.5554,270,YES
LB3,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,182.9588,130.53,270,YES
LB4,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,226.8764,126.9256,180,YES
LB5,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,208.4868,126.8748,180,YES
LB6,IND_INDC2013X105N_1 UH,1 uH,,INDC2013X105N,189.9448,126.8494,180,YES
LT1,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,31.5976,154.8638,0,NO
LT2,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,81.5594,154.8638,0,NO
LT3,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,20.32,154.5082,270,NO
LT4,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,70.2818,154.5082,270,NO
LT5,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,132.612,135.7376,0,NO
LT6,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,121.412,135.3312,270,NO
LT7,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,19.939,133.1722,270,NO
LT8,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,69.9008,133.1722,270,NO
LT9,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,50.5206,132.8928,270,NO
LT10,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,100.5332,132.8674,270,NO
LT11,IND_INDC1005X60N_1000OHM@100MHZ,1000ohm@100MHz,,INDC1005X60N,182.753,114.0155,0,NO
LT12,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,121.031,113.9952,270,NO
LT13,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,151.3586,113.5888,270,NO
LT14,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,31.496,110.3122,0,NO
LT15,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,81.5594,110.2868,0,NO
LT16,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,20.2184,109.9566,270,NO
LT17,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,70.2818,109.9312,270,NO
LT18,IND_FB2_INDC1608X95N_60 OHM@100MHZ,60 Ohm@100MHz,,INDC1608X95N,226.6696,106.3471,180,NO
LT19,IND_FB2_INDC1608X95N_60 OHM@100MHZ,60 Ohm@100MHz,,INDC1608X95N,226.6696,104.4691,180,NO
LT20,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,19.8374,88.6206,270,NO
LT21,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,69.9008,88.5952,270,NO
LT22,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,50.3936,88.265,270,NO
LT23,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,100.33,88.265,270,NO
LT24,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,31.4706,65.0748,0,NO
LT25,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,81.7626,65.0748,0,NO
LT26,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,20.193,64.7192,270,NO
LT27,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,70.485,64.7192,270,NO
LT28,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,19.812,43.3832,270,NO
LT29,CM_CHOKE_PLT10H_500 OHMS @ 10 MHZ,500 Ohms @ 10 MHz,,PLT10H,70.104,43.3832,270,NO
LT30,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,100.5078,43.053,270,NO
LT31,IND_INDC_4X4X4_MM_65 NH,65 nH,,INDC_4X4X4_MM,50.2666,43.053,270,NO
LT32,IND_FB2_INDC1608X95N_220 OHMS @ 100 MHZ,220 Ohms @ 100 MHz,,INDC1608X95N,134.7,29.8466,180,NO
MHT1,MT_HOLE_L-BRACKET_PANEL_MT_3M,Panel_Mt_3M,,L-BRACKET,8.8392,162.54,0,NO
MHT2,MT_HOLE_L-BRACKET_PANEL_MT_3M,Panel_Mt_3M,,L-BRACKET,236.22,162.54,0,NO
MHT3,MT_HOLE_MOUNTHOLE_MT_HOLE,Mt_Hole,,MOUNTHOLE,165.2465,137.795,0,NO
MHT4,MT_HOLE_MOUNTHOLE_MT_HOLE,Mt_Hole,,MOUNTHOLE,108.1024,75.8952,0,NO
MHT5,MT_HOLE_MOUNTHOLE_MT_HOLE,Mt_Hole,,MOUNTHOLE,8.89,3.556,0,NO
MHT6,MT_HOLE_MOUNTHOLE_MT_HOLE,Mt_Hole,,MOUNTHOLE,236.22,3.556,0,NO
PT1,10070158-00419XLF_10070158-004_10070158-00419XLF,10070158-00419XLF,,10070158-004,134.366,159.6898,180,NO
PT2,IPBT-108-H1-T-D-RA-GP_IPBT-108-H1-T-D-RA-GP_IPBT-108-H1-T-D-RA-GP,IPBT-108-H1-T-D-RA-GP,,IPBT-108-H1-T-D-RA-GP,38.989,13.6652,180,NO
QB1,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,72.2516,161.8642,270,YES
QB2,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,61.1772,161.8642,270,YES
QB3,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,55.64,161.8642,270,YES
QB4,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,226.6696,158.0642,270,YES
QB5,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,188.5696,157.7848,270,YES
QB6,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,162.4048,38.563,0,YES
QT1,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,178.6636,118.3894,0,NO
QT2,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,220.3704,72.1868,270,NO
QT3,AO3401A_SOT95P230X110-3N_DNP,DNP,,SOT95P230X110-3N,218.8718,66.9036,0,NO
QT4,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,168.9762,56.4638,180,NO
RB1,R_RES0603_330,330,,RES0603,217.6218,162.0149,90,YES
RB2,R_RES0603_1K,1K,,RES0603,206.6802,161.9641,270,YES
RB3,R_RES0603_330,330,,RES0603,199.2322,161.9641,90,YES
RB4,R_RES0603_330,330,,RES0603,225.044,161.9504,90,YES
RB5,R_RES0603_1K,1K,,RES0603,188.1886,161.9387,270,YES
RB6,R_RES0603_330,330,,RES0603,180.6902,161.9387,90,YES
RB7,R_RES0603_330,330,,RES0603,66.1674,161.9133,90,YES
RB8,R_RES1206_DNP,DNP,,RES1206,158.9554,158.1764,90,YES
RB9,R_RES1206_0 OHM,0 Ohm,,RES1206,156.1084,158.1764,90,YES
RB10,R_RES0603_10K,10K,,RES0603,112.3996,157.6769,0,YES
RB11,R_RES0603_10K,10K,,RES0603,112.4201,156.2392,0,YES
RB12,R_RES0603_10M,10M,,RES0603,11.0744,154.8384,90,YES
RB13,R_RES1206_0 OHM,0 Ohm,,RES1206,116.3828,151.2422,90,YES
RB14,R_RES1206_DNP,DNP,,RES1206,113.5604,151.2422,90,YES
RB15,R_RES0402_0,0,,RES0402,141.4526,144.7841,0,YES
RB16,R_RES0402_DNP,DNP,,RES0402,141.4526,143.8951,0,YES
RB17,R_RES0603_4.7K,4.7K,,RES0603,225.0198,138.7842,90,YES
RB18,R_RES0603_0 OHM,0 Ohm,,RES0603,223.6104,138.7842,90,YES
RB19,R_RES0603_4.7K,4.7K,,RES0603,222.1928,138.7842,90,YES
RB20,R_RES0603_DNP,DNP,,RES0603,220.5718,138.7842,90,YES
RB21,R_RES0603_DNP,DNP,,RES0603,219.0978,138.7842,270,YES
RB22,R_RES0603_0 OHM,0 Ohm,,RES0603,205.1812,138.7348,90,YES
RB23,R_RES0603_4.7K,4.7K,,RES0603,206.6302,138.7334,90,YES
RB24,R_RES0603_4.7K,4.7K,,RES0603,203.8032,138.7334,90,YES
RB25,R_RES0603_DNP,DNP,,RES0603,202.1822,138.7334,90,YES
RB26,R_RES0603_DNP,DNP,,RES0603,200.7082,138.7334,270,YES
RB27,R_RES0603_DNP,DNP,,RES0603,186.6646,138.7094,90,YES
RB28,R_RES0603_4.7K,4.7K,,RES0603,188.0882,138.708,90,YES
RB29,R_RES0603_4.7K,4.7K,,RES0603,185.2612,138.708,90,YES
RB30,R_RES0603_DNP,DNP,,RES0603,183.6402,138.708,90,YES
RB31,R_RES0603_DNP,DNP,,RES0603,182.1662,138.708,270,YES
RB32,R_RES0603_DNP,DNP,,RES0603,93.3704,137.3378,0,YES
RB33,R_RES0603_DNP,DNP,,RES0603,43.3832,137.3378,0,YES
RB34,R_RES0603_1K,1K,,RES0603,164.6407,126.365,0,YES
RB35,R_RES0603_1K,1K,,RES0603,164.6157,124.139,0,YES
RB36,R_RES0402_0,0,,RES0402,63.0428,123.5202,270,YES
RB37,R_RES0402_DNP,DNP,,RES0402,62.1792,123.5202,270,YES
RB38,R_RES0402_DNP,DNP,,RES0402,13.081,123.513,270,YES
RB39,R_RES0402_0,0,,RES0402,12.192,123.513,270,YES
RB40,R_RES0603_1K,1K,,RES0603,164.6157,121.9059,0,YES
RB41,R_RES0603_1K,1K,,RES0603,164.6444,119.6965,0,YES
RB42,R_RES0603_DNP,DNP,,RES0603,144.4498,118.2116,0,YES
RB43,R_RES0603_82 OHM,82 Ohm,,RES0603,176.7234,109.0422,270,YES
RB44,R_RES0603_DNP,DNP,,RES0603,174.9344,109.0422,270,YES
RB45,R_RES0402_DNP,DNP,,RES0402,114.173,104.336,270,YES
RB46,R_RES0402_DNP,DNP,,RES0402,113.284,104.336,270,YES
RB47,R_RES0603_82 OHM,82 Ohm,,RES0603,176.7103,102.743,90,YES
RB48,R_RES0603_DNP,DNP,,RES0603,174.9344,102.743,90,YES
RB49,R_RES0603_2K,2k,,RES0603,182.2192,101.2616,180,YES
RB50,R_RES0603_10K,10K,,RES0603,188.8464,99.208,270,YES
RB51,R_RES0603_4.99K,4.99K,,RES0603,186.8464,99.1616,270,YES
RB52,R_RES0603_69 OHM,69 Ohm,,RES0603,181.8538,98.5895,0,YES
RB53,R_RES0603_69 OHM,69 Ohm,,RES0603,178.7122,98.5895,180,YES
RB54,R_RES0603_2.2K,2.2K,,RES0603,234.8007,98.171,270,YES
RB55,R_RES0603_2.2K,2.2K,,RES0603,233.3498,98.171,270,YES
RB56,R_RES0603_2.2K,2.2K,,RES0603,231.8797,98.171,270,YES
RB57,R_RES0603_2.2K,2.2K,,RES0603,230.3557,98.171,270,YES
RB58,R_RES0603_10K,10K,,RES0603,216.5604,97.8154,0,YES
RB59,R_RES0603_DNP,DNP,,RES0603,181.8538,96.8392,0,YES
